question_id,source_exam,source_file,source_category,source_question_number,category,question_type,prompt,stimulus,stimulus_type,image_filename,choice_a,choice_b,choice_c,choice_d,choice_e,correct_choice_label,correct_choice_text,explanation
E05_S_Q08,5,Course Statistics - BoostPrep - 5.html,CCAT Spatial Reasoning,8,Spatial Reasoning,Visual Next-in-Series,Which of the following boxes should replace the question mark (?) to complete the pattern?,ccat_spatial1_86.png,image,ccat_spatial1_86.png,A,B,C,D,E,E,E,E: E is the correct answer. The shape is rotated 45 degrees each time. The shape is also always filled. Option E completes the pattern.
E05_S_Q09,5,Course Statistics - BoostPrep - 5.html,CCAT Spatial Reasoning,9,Spatial Reasoning,Visual Next-in-Series,Which of the following boxes should replace the question mark (?) to complete the pattern?,ccat_spatial1_92.png,image,ccat_spatial1_92.png,A,B,C,D,E,E,E,"E: E is the correct answer. The shape is rotated 90 degrees, then stays like that for 2 sequences before returning to its original state. Option E completes the pattern, as we need to rotate the shape 90 degrees."
E05_S_Q10,5,Course Statistics - BoostPrep - 5.html,CCAT Spatial Reasoning,10,Spatial Reasoning,Visual Next-in-Series,Which of the following boxes should replace the question mark (?) to complete the pattern?,ccat_spatial1_98.png,image,ccat_spatial1_98.png,A,B,C,D,E,A,A,A: A is the correct answer. The shape is rotated clockwise 90 degrees each sequence. Option A completes the pattern.
E05_S_Q11,5,Course Statistics - BoostPrep - 5.html,CCAT Spatial Reasoning,11,Spatial Reasoning,Visual Next-in-Series,Which of the following boxes should replace the question mark (?) to complete the pattern?,ccat_spatial1_104.png,image,ccat_spatial1_104.png,A,B,C,D,E,A,A,A: A is the correct answer. The shape is rotated counterclockwise 180 degrees each sequence. Option A completes the pattern.
E06_V_Q01,6,Course Statistics - BoostPrep - 6.html,CCAT Verbal,1,Verbal,Sentence Completion,"Choose the word or words that, when inserted in the sentence to replace the blank or blanks, best fits the meaning of the sentence.","The novelist's early work was praised for its originality, but her later books felt _________, relying on familiar plots to _________ her declining readership.",text,,daring ... challenge,repetitive ... maintain,subtle ... confuse,detailed ... expand,vivid ... alienate,B,repetitive ... maintain,"B : The contrast between ""praised for originality"" and ""later books felt..."" suggests the later work was less original. ""Repetitive"" conveys that loss of creativity, and ""maintain"" fits the idea of trying to keep existing readers rather than attract new ones. ""Daring ... challenge"" contradicts the notion of predictability. ""Detailed ... expand"" implies improvement, not decline. Thus, ""repetitive ... maintain"" completes the contrast effectively."
E06_V_Q02,6,Course Statistics - BoostPrep - 6.html,CCAT Verbal,2,Verbal,Sentence Completion,"Choose the word or words that, when inserted in the sentence to replace the blank or blanks, best fits the meaning of the sentence.","The journalist's article appeared balanced, but subtle word choices revealed a _________ effort to _________ the reader's sympathy toward one side.",text,,neutral ... resist,deliberate ... sway,careless ... diminish,genuine ... divide,hesitant ... ignore,B,deliberate ... sway,"B : The setup contrasts appearance of balance with hidden bias. ""Deliberate"" shows that the bias was intentional, while ""sway"" (influence) describes the intended effect on the reader. ""Neutral ... resist"" makes no sense in this context. ""Careless ... diminish"" implies accident, not intention. Therefore, ""deliberate ... sway"" perfectly expresses subtle manipulation under the guise of fairness."
E06_V_Q03,6,Course Statistics - BoostPrep - 6.html,CCAT Verbal,3,Verbal,Sentence Completion,"Choose the word or words that, when inserted in the sentence to replace the blank or blanks, best fits the meaning of the sentence.","The playwright was known for her _____ writing style, blending complex themes with dark humor.",text,,simplistic,convoluted,derivative,nuanced,trite,D,nuanced,"D : ""Nuanced"" means subtle or intricate, fitting the idea of blending complexity and dark humor in writing."
E06_V_Q04,6,Course Statistics - BoostPrep - 6.html,CCAT Verbal,4,Verbal,Sentence Completion,"Choose the word or words that, when inserted in the sentence to replace the blank or blanks, best fits the meaning of the sentence.","The politician's promises were _____, designed to win votes but lacking any realistic plan for implementation.",text,,pragmatic,unfeasible,strategic,substantive,attainable,B,unfeasible,"B : ""Unfeasible"" means not practical or possible, which matches the idea that the promises lacked realistic plans for implementation."
E06_V_Q05,6,Course Statistics - BoostPrep - 6.html,CCAT Verbal,5,Verbal,Sentence Completion,"Choose the word or words that, when inserted in the sentence to replace the blank or blanks, best fits the meaning of the sentence.","The scientist's hypothesis was _____ by the experimental data, which contradicted her original assumptions.",text,,supported,vindicated,substantiated,refuted,corroborated,D,refuted,"D : ""Refuted"" means disproved, which fits the context of the experimental data contradicting her hypothesis."
E06_V_Q06,6,Course Statistics - BoostPrep - 6.html,CCAT Verbal,6,Verbal,Sentence Completion,"Choose the word or words that, when inserted in the sentence to replace the blank or blanks, best fits the meaning of the sentence.","Although the experiment was carefully planned, the results were so _________ that the researchers hesitated to _________ any firm conclusions.",text,,consistent ... publish,inconclusive ... draw,predictable ... announce,complete ... reject,accurate ... trust,B,inconclusive ... draw,"B: The structure shows careful planning but uncertainty in outcome. ""Inconclusive"" (not clearly pointing to a result) and ""draw"" (formulate or make) pair naturally with hesitated to draw any firm conclusions. ""Consistent"" and ""accurate"" imply confidence, which contradicts hesitation. Hence, ""inconclusive ... draw"" fits both logic and tone."
E06_V_Q07,6,Course Statistics - BoostPrep - 6.html,CCAT Verbal,7,Verbal,Sentence Completion,"Choose the word or words that, when inserted in the sentence to replace the blank or blanks, best fits the meaning of the sentence.","The novel's complex structure required readers to pay close attention, making it a _____ read that rewarded careful analysis.",text,,superficial,laborious,stimulating,effortless,pedestrian,C,stimulating,"C: ""Stimulating"" suggests that the novel provokes thought and engagement, which aligns with its complex structure."
E06_V_Q08,6,Course Statistics - BoostPrep - 6.html,CCAT Verbal,8,Verbal,Sentence Completion,"Choose the word or words that, when inserted in the sentence to replace the blank or blanks, best fits the meaning of the sentence.","The team's collaborative effort was a _____ success, showcasing the benefits of diverse perspectives in achieving a common goal.",text,,resounding,partial,negligible,dismal,fleeting,A,resounding,"A : ""Resounding"" suggests a strong and emphatic success, fitting the description of a successful collaborative effort."
E06_V_Q09,6,Course Statistics - BoostPrep - 6.html,CCAT Verbal,9,Verbal,Sentence Completion,"Choose the word or words that, when inserted in the sentence to replace the blank or blanks, best fits the meaning of the sentence.",The teacher's lecture was informative but so _________ in tone that even the most attentive students began to _________ halfway through,text,,lively ... focus,monotonous ... drift,inspiring ... participate,concise ... engage,passionate ... respond,B,monotonous ... drift,"B : The sentence contrasts informative with students losing attention. ""Monotonous"" describes a dull, unchanging tone that causes boredom, while ""drift"" (mentally wander) captures how students lost focus. ""Lively ... focus"" and ""passionate ... respond"" imply the opposite effect. Therefore, ""monotonous ... drift"" best matches the intended cause-and-effect relationship."
E06_V_Q10,6,Course Statistics - BoostPrep - 6.html,CCAT Verbal,10,Verbal,Analogies,,THIN is to THICK as DWARF is to _____.,text,,tall,short,stocky,wide,petite,A,tall,"A: Option (A) is the best choice. Thin and thick are opposites so we need to find the opposite of dwarf. Our best option is option (A), tall."
E06_V_Q11,6,Course Statistics - BoostPrep - 6.html,CCAT Verbal,11,Verbal,Analogies,,FEMALE is to FEMININE as MALE is to _______.,text,,masculine,man,macho,strong,tall,A,masculine,A: The best choice is (A). Feminine is a common way that females could be described. Option (A) is the best option here. It also follows the same conventions as the first portion (Female is to Feminine).
E06_V_Q12,6,Course Statistics - BoostPrep - 6.html,CCAT Verbal,12,Verbal,Analogies,,STUDY is to KNOWLEDGE as WORK is to ______.,text,,trouble,service,experience,disorder,experiment,C,experience,"C: Option (C) is the correct answer. Knowledge is a result of studying. We need to find the option that is the result of work. In this case, experience is our best choice."
E06_V_Q13,6,Course Statistics - BoostPrep - 6.html,CCAT Verbal,13,Verbal,Analogies,,GENEROUS is to STINGY as ...,text,,ANGRY is to FURIOUS,BRAVE is to COWARDLY,EXCITED is to HAPPY,LONELY is to SAD,QUICK is to RAPID,B,BRAVE is to COWARDLY,"B : ""Generous"" and ""stingy"" are opposites, just as ""brave"" and ""cowardly"" are opposites."
E06_V_Q14,6,Course Statistics - BoostPrep - 6.html,CCAT Verbal,14,Verbal,Attention to Detail,How many of the five items in the left-hand column are exactly the same as the corresponding entry in the right-hand column?,Wellington Advisory Group | Wellington Advisory Group; Parkview Securities | Parkview Security; Newland Health Services | Newland Health Services; Ridgeview Construction | Ridgeview Constructing; Bayfront Financial | Bayfront Financial,text_table,,1,2,3,4,5,C,3,"C: ""Parkview Securities"" and ""Parkview Security"" are different. ""Ridgeview Construction"" and ""Ridgeview Constructing"" are also different. Therefore, 3 items are exactly the same."
E06_V_Q15,6,Course Statistics - BoostPrep - 6.html,CCAT Verbal,15,Verbal,Attention to Detail,How many of the five items in the left-hand column are exactly the same as the corresponding entry in the right-hand column?,Redstone Investments | Redstone Investment; Lakeside Manufacturing | Lakesides Manufacturing; Greenfield Property Group | Greenfield Property Group; Cedar Valley Consultants | Cedar Valley Consulting; Sunridge Capital Partners | Sunridge Capital Partners,text_table,,1,2,3,4,5,B,2,"B: ""Redstone Investments"" and ""Redstone Investment"" are different. ""Lakeside Manufacturing"" and ""Lakesides Manufacturing"" are different. ""Cedar Valley Consultants"" and ""Cedar Valley Consulting"" are different. Therefore, 2 items are exactly the same."
E06_V_Q16,6,Course Statistics - BoostPrep - 6.html,CCAT Verbal,16,Verbal,Attention to Detail,How many of the five items in the left-hand column are exactly the same as the corresponding entry in the right-hand column?,2705 Juniper Ln. | 2705 Juniper Ln.; 6012 Sycamore Ave. | 6012 Sycamore Ave.; 3444 Magnolia Blvd. | 3444 Magnollia Blvd.; 1023 Hickory Ct. | 1023 Hickory Ct.; 2705 Juniper Ln. | 2705 Juniper Ln.,text_table,,1,2,3,4,5,D,4,"D: ""3444 Magnolia Blvd."" and ""3444 Magnollia Blvd."" are different. Therefore, 4 items are exactly the same."
E06_V_Q17,6,Course Statistics - BoostPrep - 6.html,CCAT Verbal,17,Verbal,Antonyms,One word below is underlined. What is the OPPOSITE of that word?,The way she walked across the river was very [[nifty]] .,text,,agile,capable,clumsy,practical,effective,C,clumsy,"C: Option (C) is the best choice. Nifty means ""particularly good, skillful, or effective."" Of the options above, clumsy is the best fit for the opposite of nifty."
E06_V_Q18,6,Course Statistics - BoostPrep - 6.html,CCAT Verbal,18,Verbal,Antonyms,One word below is underlined. What is the OPPOSITE of that word?,Moving the bed from upstairs to downstairs was a [[cumbersome]] task.,text,,inconvenient,awkward,manageable,clunky,unhandy,C,manageable,"C: Option (C) is the best choice. Cumbersome means ""large or heavy and therefor difficult to carry or use."" All of the options besides option (C) are synonymous with cumbersome."
E06_ML_Q01,6,Course Statistics - BoostPrep - 6.html,CCAT Math & Logic,1,Math & Logic,Basic Numeric Calculation & Comparison,,Which of the following numbers is the largest?,text,,1.11,1.51,1.90,1.94,1.094,D,1.94,"D: Option (D) is correct. We see all numbers begin with a 1, so we must look at the tenths place. Options (C) and (D) are the largest with a 9 in the tenths place. Compare the hundredths place between options (C) and (D) and we see that option (D) is the largest."
